Nazwa firmy,Tytuł oferty,Kategoria,Poziom doświadczenia,Umiejętności,Mile widziane umiejętności,Czas pracy,Typ miejsca pracy,Typ umowy,Widełki finansowe [PLN],Wynagrodzenie brutto,Województwo,Miasto,Ulica,Otwarte dla obywateli Ukrainy,Zdalna rozmowa kwalifikacyjna,Data publikacji oferty
Link Group,QA Engineer,11,mid,"Appium, Cucumber, Cypress, Playwright, REST API, Robot Framework, SQL, Selenium, Test Automation, Testim",,full_time,remote,Permanent,15000.0-22000.0,True,mazowieckie,Warszawa,,False,True,2025-02-28 09:37:43.915000+00:00
Kyotu Technology,Fullstack Developer,1,mid,"Amazon AWS, CSS, GraphQL, JavaScript, SaaS, Web APIs",,full_time,hybrid,B2B,11500.0-22800.0,False,dolnośląskie,Wrocław,Wybrzeże Stanisława Wyspiańskiego 39A,True,True,2025-02-28 09:37:13.963000+00:00
Link Group,"Fullstack Developer (Node, Angular, React)",1,mid,"Angular, English, JavaScript, NoSQL, Node.js, REST API, React, SQL, TypeScript",,full_time,remote,Permanent,15000.0-22000.0,True,mazowieckie,Warszawa,,False,True,2025-02-28 09:36:00.113000+00:00
Link Group,Salesforce Developer,24,senior,"Apex, CI/CD, DevOps, Git, Go, Python, REST API, React, SQL, Salesforce",,full_time,hybrid,B2B,23000.0-28000.0,False,mazowieckie,Warszawa,,False,True,2025-02-28 09:33:05.508000+00:00
Link Group,Angular Developer,1,mid,"Angular, Git, Jasmine, JavaScript, Karma, RxJS, Solid, TypeScript",,full_time,remote,Permanent,17000.0-22000.0,True,mazowieckie,Warszawa,,False,False,2025-02-28 09:24:17.525000+00:00
CSHARK,.NET Developer with DevOps skills,7,senior,".Net, C#, Cloud, DevOps",,full_time,remote,B2B,22500.0-27000.0,False,dolnośląskie,Wrocław,,False,True,2025-02-28 09:23:14.899000+00:00
Kyotu Technology,Senior Backend Developer (Node.js/Typescript),1,senior,"AWS, JavaScript, NoSQL, Node.js, SQL, TypeScript",,full_time,remote,B2B,18700.0-27000.0,False,dolnośląskie,Wrocław,Wybrzeże Stanisława Wyspiańskiego 39A,True,True,2025-02-28 09:03:19.161000+00:00
SIX,Senior Java Software Engineer,6,senior,"GraphQL, Java, REST, React, Spring WebFlux",,full_time,hybrid,Permanent,19000.0-27000.0,True,mazowieckie,Warszawa,Przyokopowa 26,False,True,2025-02-28 09:00:27.702000+00:00
The Stepstone Group Polska,"Software Engineer (Cloud, DevOps)",12,mid,"API, AWS, Bash, CI/CD, DevOps, IaC, MongoDB, Powershell, Python, Terraform",,full_time,hybrid,Permanent,11000.0-16500.0,True,mazowieckie,Warszawa,,False,False,2025-02-28 09:00:27.702000+00:00
Jit Team,DevOps Support Engineer,12,mid,"MQ, PL/SQL, Splunk, XML",,full_time,hybrid,B2B,16000.0-19600.0,False,pomorskie,Gdańsk,.,False,False,2025-02-28 09:00:27.702000+00:00
7N,SAP Architect,23,senior,"SAP, SAP FI/CO, SAP MM, SAP SD",,full_time,remote,B2B,33600.0-42000.0,False,pomorskie,Gdańsk,Bernarda Chrzanowskiego 11,False,True,2025-02-28 09:00:27.702000+00:00
humanit.group,Software Tester / SDET (Software Developer Engineer in Test),11,mid,"JavaScript, Jira, TestRail, Xray, QTest, ReportPortal itp., Python, elenium, Appium, Playwright, Maestro, Jest, Vitest",,full_time,remote,B2B,8000.0-12000.0,False,dolnośląskie,Wrocław,Dąbrowskiego 44,True,False,2025-02-28 09:00:27.702000+00:00
Crestt,Senior SAP Fullstack Developer,22,senior,"ABAP, BTP, CDS Views, FIORI freestyle, Fiori, SAP, SAPUI5, UI5, odata",,full_time,remote,B2B,33600.0-44520.0,False,mazowieckie,Warszawa,Tadeusza Rejtana 17,False,True,2025-02-28 09:00:27.702000+00:00
Nord Security,Automation QA engineer,14,mid,"Agile, Git, JavaScript, QA",,full_time,hybrid,B2B,14500.0-26800.0,False,mazowieckie,Warszawa,,False,False,2025-02-28 09:00:27.702000+00:00
ITMAGINATION,Tech/Team Lead – Mainframe,24,senior,"Assembler, Cobol, Mainframe",,full_time,remote,B2B,29000.0-38000.0,False,mazowieckie,Warszawa,warszawa,True,True,2025-02-28 09:00:27.702000+00:00
Nord Security,System Administrator,13,mid,"CI/CD, DNS, Docker, Linux",,full_time,hybrid,Permanent,15000.0-22000.0,True,mazowieckie,Warszawa,,False,False,2025-02-28 09:00:27.702000+00:00
Opendoor Labs Inc.,Senior Product Manager (Mobile),15,senior,"Cross Functional Collaboration, Product Management",,full_time,hybrid,B2B,23000.0-31000.0,False,małopolskie,Kraków,Jana Zamoyskiego 24,False,True,2025-02-28 09:00:27.702000+00:00
Opendoor Labs Inc.,Senior Software Engineer (JavaScript/TypeScript),1,senior,"JavaScript, React, React Native, TypeScript",,full_time,hybrid,B2B,23000.0-31000.0,False,małopolskie,Kraków,Jana Zamoyskiego 24,False,True,2025-02-28 09:00:27.702000+00:00
Opendoor Labs Inc.,Senior Software Engineer (Go),20,senior,"Amazon AWS, Go/Ruby/Python, Kafka, Kubernetes, Linux, Microservices, PostgreSQL",,full_time,hybrid,B2B,23000.0-31000.0,False,małopolskie,Kraków,Jana Zamoyskiego 24,False,True,2025-02-28 09:00:27.702000+00:00
Opendoor Labs Inc.,Software Engineer (Go),20,mid,"Amazon AWS, Go/Ruby/Python, Kafka, Kubernetes, Linux, Microservices, PostgreSQL",,full_time,hybrid,B2B,16000.0-23000.0,False,małopolskie,Kraków,Jana Zamoyskiego 24,False,True,2025-02-28 09:00:27.702000+00:00
7N,AI/ML Analyst,25,mid,"Analytics, Azure, Computer Vision, OpenCV, PyTorch, Python, TensorFlow",,full_time,hybrid,B2B,20160.0-26880.0,False,mazowieckie,Warszawa,Centrum,False,True,2025-02-28 09:00:27.702000+00:00
Tylko,Python Developer,5,mid,"Docker, Linux, Python, pytest",,full_time,hybrid,B2B,14000.0-17000.0,False,mazowieckie,Warszawa,Czerska 8/10,False,False,2025-02-28 09:00:27.702000+00:00
ITDS,Java Developer,6,senior,"Angular, Hibernate, JSP, Jasmine, Java, Karma, Maven, Redis, Spring, Spring Boot",,full_time,hybrid,B2B,18900.0-23100.0,False,mazowieckie,Warszawa,Warszawa,False,True,2025-02-28 09:00:27.702000+00:00
Ness Solution,Java Fullstack Developer,6,senior,"Apache Kafka, Git, Hibernate, Java, Maven, REST, Redis, SOAP, Spring, SpringBoot",,full_time,hybrid,B2B,20000.0-23500.0,False,mazowieckie,Warsaw,,False,True,2025-02-28 09:00:27.702000+00:00
Link Group,Data Engineer (Treasury/Liquidity),19,senior,"English, General Ledger, SAP, SQL",,full_time,hybrid,Permanent,33600.0-42000.0,True,mazowieckie,Warszawa,,False,False,2025-02-28 09:00:27.702000+00:00
emagine Polska,Android Developer,10,senior,"Android, Android Studio, Java, Jetpack Compose, Kotlin, View binding, XML",,freelance,remote,B2B,25200.0-30240.0,False,mazowieckie,Warszawa,,False,False,2025-02-28 09:00:27.702000+00:00
emagine Polska,iOS Developer,10,senior,"CoreData, Dutch, Git, Swift, SwiftUI, UIKit, XCTest, XCode, iOS",,freelance,remote,B2B,25200.0-30240.0,False,mazowieckie,Warszawa,,False,False,2025-02-28 09:00:27.702000+00:00
NATEK,Implementation Consultant,19,mid,"Norwegian, Project Management, SQL",,full_time,hybrid,B2B,15000.0-16000.0,False,pomorskie,Gdańsk,",",False,True,2025-02-28 09:00:27.702000+00:00
makeitright,QA Engineer,11,mid,"Cucumber, Gilab, Java, Selenium WebDriver, Testy API",,full_time,hybrid,B2B,20000.0-22680.0,False,mazowieckie,Warszawa,Chmielna,False,False,2025-02-28 09:00:27.702000+00:00
Link Group,Analityk Systemowy,17,mid,"Confluence, Jira, Kibana, Microservices, REST, SOA, SOAP, SQL, Swagger, UML",,full_time,hybrid,Permanent,16200.0-17820.0,True,mazowieckie,Warszawa,,False,False,2025-02-28 09:00:27.702000+00:00
Link Group,AWS UX Designer,14,mid,"AWS, Microsoft Teams, SharePoint, UX",,full_time,remote,Permanent,19440.0-24300.0,True,mazowieckie,Warszawa,,False,True,2025-02-28 09:00:27.702000+00:00
7N,Senior SAP MM Consultant,22,senior,"ABAP, Agile, English, Java, SAP MM",,full_time,remote,B2B,28560.0-33600.0,False,pomorskie,Gdańsk,Bernarda Chrzanowskiego 11,False,True,2025-02-28 09:00:27.702000+00:00
Winged IT,Senior Python AI Engineer,5,senior,"AWS, CI/CD, Docker, Git, Python",,full_time,hybrid,B2B,27200.0-31200.0,False,mazowieckie,Warszawa,Prosta,True,True,2025-02-28 09:00:27.702000+00:00
ER Group,Administrator ERP (Comarch XL),22,mid,"Comarch ERP XL, ERP, SQL",,full_time,office,B2B,15000.0-18000.0,False,pomorskie,Gdańsk,Centrum,False,True,2025-02-28 09:00:27.702000+00:00
Kitopi,Data Engineer,19,mid,"AWS, Airflow, Azure, DBT, ETL, English, Polish, Python, SQL, Snowflake",,full_time,hybrid,B2B,10000.0-24000.0,False,małopolskie,Kraków,Lubostroń 1,False,True,2025-02-28 09:00:27.702000+00:00
makeitright,Analityk Systemowy,17,mid,"BPMN, Confluence, Jira, UML",,full_time,hybrid,B2B,16000.0-21000.0,False,mazowieckie,Warszawa,Chmielna,False,False,2025-02-28 09:00:27.702000+00:00
Emerson Process Management,Software Developer (Kotlin\Coroutines\Compose),10,mid,"Android NDK, Clean Architecture, Coroutines, Dagger Hilt, Jetpack Compose, Kotlin",,full_time,hybrid,Permanent,15000.0-20000.0,True,mazowieckie,Warszawa,Konstruktorska 13,True,False,2025-02-28 09:00:27.702000+00:00
Clarksons,Senior Full-Stack Engineer,7,senior,".NET C#, .NET Core, ASP.NET, Azure DevOps, React, T-SQL, TypeScript",,full_time,remote,B2B,24000.0-29000.0,False,wielkopolskie,Poznań,Wojskowa 6,False,False,2025-02-28 09:00:27.702000+00:00
Netcompany,Junior .NET Developer,7,junior,"ASP.NET Core, ASP.NET MVC, ASP.NET Web API, English, WCF",,full_time,office,B2B,9000.0-10000.0,False,mazowieckie,Warszawa,Puławska 180,False,True,2025-02-28 09:00:27.702000+00:00
Netcompany,Junior Java Developer,6,junior,"Databases, English, Java, SQL, Spring",,full_time,office,B2B,9000.0-10000.0,False,mazowieckie,Warszawa,Puławska 180,False,True,2025-02-28 09:00:27.702000+00:00
makeitright,Full Stack Java Developer,6,mid,"Angular, Git, Java, Microservices, Oracle, PL/SQL",,full_time,remote,B2B,20160.0-23500.0,False,mazowieckie,Warszawa,Centrum,False,True,2025-02-28 09:00:27.702000+00:00
makeitright,Analityk Biznesowy,17,mid,"Confluence, Jira",,full_time,remote,B2B,15000.0-18000.0,False,mazowieckie,Warszawa,Postępu 18b,False,False,2025-02-28 09:00:27.702000+00:00
makeitright,"Fullstack Developer (Java, Angular)",6,mid,"AWS, Angular, Java, PL/SQL",,Undetermined,remote,B2B,22000.0-26000.0,False,mazowieckie,Warszawa,Centrum,True,True,2025-02-28 09:00:27.702000+00:00
makeitright,Tester manualny,11,mid,"Jira, Manual Testing, Postman, SoapUI",,Undetermined,remote,B2B,10000.0-16000.0,False,mazowieckie,Warszawa,ul. Wołoska 5,False,True,2025-02-28 09:00:27.702000+00:00
Kyotu Technology,Backend Developer (Node.js/Typescript),1,mid,"AWS, JavaScript, NoSQL, Node.js, SQL, TypeScript",,full_time,remote,B2B,11500.0-22800.0,False,dolnośląskie,Wrocław,Wybrzeże Stanisława Wyspiańskiego 39A,True,True,2025-02-28 08:59:11.060000+00:00
Insightland Sp. z o.o.,Business Insights Analyst,19,mid,"Google Analytics, SQL",,full_time,hybrid,B2B,9000.0-12000.0,False,mazowieckie,Warszawa,Świętego Mikołaja 7,False,False,2025-02-28 08:57:56.837000+00:00
PeopleTrust Sp. z o.o.,QA Lead - Leader Testów,11,mid,"Azure DevOps, Bash, CI/CD, Cucumber, JMeter, Java, JavaScript, Jenkins, Python, Selenium",,full_time,remote,B2B,110.0-120.0,False,mazowieckie,Warszawa,Aleja Armii Ludowej 26,False,True,2025-02-28 08:50:20.004000+00:00
H2B Group,QA (Flutter),10,mid,"Flutter, Unit Testing",,full_time,remote,B2B,17600.0-19200.0,False,pomorskie,Gdańsk,Abrahama 1A,False,False,2025-02-28 08:33:50.484000+00:00
j-labs,Senior Fullstack Developer with React,6,senior,"Apache Kafka, Java, Kotlin, Microservices, React, Spring, Spring Boot, TypeScript",,full_time,hybrid,B2B,26000.0-32000.0,False,małopolskie,Kraków,Zabłocie 43B,False,True,2025-02-28 08:00:30.272000+00:00
ITDS,Full Stack (Java & React or Angular) Engineer,6,senior,"ELK stack (Elasticsearch, Logstash, Kibana), Java, Microservices, MongoDB, RDBMS, React or Angular, Spring, Spring Boot",,full_time,hybrid,B2B,22000.0-25200.0,False,małopolskie,Kraków,Kapelanka,False,False,2025-02-28 08:00:30.272000+00:00
Reply Polska Sp. z o. o.,Engineer DevOps (B2B),12,mid,"Docker, Kubernetes, OpenShift, Scripting",,full_time,hybrid,B2B,15000.0-24000.0,False,śląskie,Katowice,Wrocławska 54,False,False,2025-02-28 08:00:30.272000+00:00
Reply Polska Sp. z o. o.,Engineer DevOps (UoP),12,mid,"Docker, Kubernetes, OpenShift, Scripting",,full_time,hybrid,Permanent,12000.0-20000.0,True,śląskie,Katowice,Wrocławska 54,False,False,2025-02-28 08:00:30.272000+00:00
Antal Sp. z o.o.,Business Analyst,17,senior,"Confluence, Jira",,full_time,hybrid,B2B,23520.0-24860.0,False,małopolskie,Kraków,Kapelanka,False,False,2025-02-28 08:00:30.272000+00:00
co.brick,UX Expert,14,senior,"Figma, UX design process",,full_time,hybrid,Permanent,14000.0-20000.0,True,śląskie,Gliwice,Kaczyniec 9,False,True,2025-02-28 08:00:30.272000+00:00
emagine Polska,Project Manager with VMWare expertise,15,mid,"PMI, Project Management, VMware",,full_time,hybrid,B2B,23520.0-25200.0,False,mazowieckie,Warszawa,,False,False,2025-02-28 08:00:30.272000+00:00
Gainsight,Solutions Engineer,2,junior,"CRM, CSS, Databases, HTML, Java, JavaScript, Node.js, OOP, Python",,full_time,remote,Permanent,9000.0-11000.0,True,dolnośląskie,Wrocław,Legnicka 48A,False,False,2025-02-28 08:00:30.272000+00:00
Link Group,Java ETRM Developer,6,mid,"Git, Java, OpenJVS, Openlink API Framework, PL/SQL",,full_time,hybrid,Permanent,22690.0-30000.0,True,mazowieckie,Warszawa,,False,True,2025-02-28 08:00:30.272000+00:00
Antal Sp. z o.o.,Fullstack Developer,6,mid,"Agile, CI/CD, DevOps, Java, Microservice Architecture, REST API, React.JS",,full_time,hybrid,B2B,25200.0-33600.0,False,małopolskie,Kraków,Centrum,False,False,2025-02-28 08:00:30.272000+00:00
Jit Team,Inżynier Oprogramowania (Production Support & Development),6,mid,"English, Java, Microsoft SQL, Spring",,full_time,hybrid,B2B,9000.0-20000.0,False,pomorskie,Gdynia,Łużycka 8C,False,False,2025-02-28 08:00:30.272000+00:00
Link Group,Senior Scrum Master,15,senior,"Agile, Scrum Master",,full_time,hybrid,Permanent,18000.0-21000.0,True,dolnośląskie,Wrocław,,False,True,2025-02-28 08:00:30.272000+00:00
Goodspeed Digital,Tech Support Specialist - L2,21,mid,"CSS, HTML, IT Support, Jira, SQL",,full_time,remote,B2B,7000.0-9500.0,False,mazowieckie,Ołtarzew,Poznańska 281A,False,False,2025-02-28 08:00:30.272000+00:00
Clurgo,Tech Lead/Senior Full-stack Node.js Developer,23,senior,"Amazon AWS, Express.js, MongoDB, Node.js, React, Sendgrid, TypeScript, aws lambda",,full_time,remote,B2B,30240.0-31920.0,False,mazowieckie,Warszawa,Jasna 14/16A,False,True,2025-02-28 08:00:30.272000+00:00
UNIVIO,Senior DevOps Engineer,12,senior,"AWS, Azure, Cloud, Docker, GCP, GitLab, Google Cloud Platform, Kubernetes, Linux",,full_time,remote,B2B,23500.0-30200.0,False,mazowieckie,Warszawa,Centrum,True,True,2025-02-28 08:00:30.272000+00:00
Pretius,Tester manualny,11,mid,"Confluence, Jira, Kibana, Postman, SQL, Testing",,full_time,hybrid,B2B,10080.0-13440.0,False,mazowieckie,Warszawa,Żwirki i Wigury 16A,False,True,2025-02-28 08:00:30.272000+00:00
cyber_folks S.A.,Specjalista ds. Obsługi Klienta,21,mid,"Customer Support, HTML, IT Support, Linux, MySQL, PHP, WordPress",,full_time,remote,Permanent,5450.0-7050.0,True,wielkopolskie,Poznań,Wierzbięcice 1B,False,False,2025-02-28 08:00:30.272000+00:00
CodeTwo - HRejterzy,Senior Developer C# lub ASP.NET,9,senior,"ASP.NET, Azure, Bootstrap, C#.NET, JavaScript, MVC, Visual Studio",,full_time,remote,B2B,18000.0-27000.0,False,dolnośląskie,Wrocław,Rybacka 9,False,True,2025-02-28 08:00:30.272000+00:00
CodeTwo - HRejterzy,Starszy programista C# - Senior Developer C#,9,senior,"ASP.NET, C#.NET, CRM, Visual Studio, WCF, WPF",,full_time,remote,B2B,18000.0-27000.0,False,dolnośląskie,Wrocław,Rybacka 9,False,True,2025-02-28 08:00:30.272000+00:00
SmartBear,Lead Full-Stack Engineer – Platform Services,1,senior,"AWS, CI/CD, Java, JavaScript, Kafka, Node.js, OWASP, PostgreSQL, React, TypeScript",,full_time,remote,Permanent,22000.0-27000.0,True,dolnośląskie,Wrocław,Legnicka 48E,True,True,2025-02-28 07:51:42.872000+00:00
SmartBear,FullStack Engineer – SmartBear Platform Services,1,mid,"AWS, CI/CD, EventBridge, JavaScript, Nest.js, Next.js, Node.js, React, Relational Databases, TypeScript",,full_time,remote,Permanent,14000.0-17000.0,True,dolnośląskie,Wrocław,Legnicka 48E,True,True,2025-02-28 07:51:27.227000+00:00
H2B Group,Platform Security Engineer,18,senior,"AWS, CIS, GPO, Jenkins, Packer, Vagrant, Windows Server",,freelance,remote,B2B,20160.0-25000.0,False,pomorskie,Gdańsk,Abrahama 1,False,False,2025-02-28 07:43:23.172000+00:00
Oakfusion,Vue.js Developer,1,mid,"JavaScript, Jest, PHP, Storybook, TailwindCSS, TypeScript, Vue.js",,full_time,remote,B2B,14000.0-18000.0,False,dolnośląskie,Wrocław,Marszałka Józefa Piłsudskiego 43,False,False,2025-02-28 07:37:51.900000+00:00
Oakfusion,Senior PHP Developer,3,senior,"Azure, CMS, Elasticsearch, Kibana, NGINX, PHP, Redis, SQL",,full_time,remote,B2B,17000.0-19000.0,False,dolnośląskie,Wrocław,Marszałka Józefa Piłsudskiego 43,False,True,2025-02-28 07:25:17.151000+00:00
Antal Sp. z o.o.,Business Analyst,18,senior,"Angielski, Cybersecurity",['Jira'],full_time,hybrid,B2B,23520.0-25540.0,False,małopolskie,Kraków,Kapelanka,False,False,2025-02-28 07:01:19.023000+00:00
Link Group,Support Specialist for financial systems,21,mid,"English, Support",,full_time,hybrid,B2B,10000.0-14000.0,False,mazowieckie,Warszawa,Centrum,False,True,2025-02-28 07:01:19.023000+00:00
UNIVIO,Senior Front-end Developer (React.js),1,senior,"CSS/SCSS, Git, HTML, JavaScript, React, TypeScript",,full_time,remote,B2B,18480.0-25200.0,False,dolnośląskie,Wrocław,Strzegomska 2/4,False,True,2025-02-28 07:01:19.023000+00:00
emagine Polska,Data and Integration Architect,19,mid,"Data architecture, Data modeling, Pegasystems, integration",,full_time,hybrid,B2B,30240.0-30240.0,False,mazowieckie,Warszawa,,False,False,2025-02-28 07:01:19.023000+00:00
GetResponse S.A.,"Senior Product Manager, Monetisation",15,senior,"BI, Communication, Product Management",,full_time,remote,B2B,18960.0-30110.0,False,pomorskie,Gdańsk,aleja Grunwaldzka 413,False,True,2025-02-28 07:01:19.023000+00:00
Antal Sp. z o.o.,Senior Fullstack Developer,6,senior,"Angular, Microservice Architecture, React",,full_time,remote,B2B,160.0-180.0,False,mazowieckie,Warszawa,Centrum,False,False,2025-02-28 07:01:19.023000+00:00
CodeTwo - HRejterzy,HTML Design Specialist,2,mid,"Angielski, CSS, HTML",,full_time,remote,Permanent,6000.0-8000.0,True,dolnośląskie,Jelenia Góra,Wolności 16,False,True,2025-02-28 07:01:19.023000+00:00
CodeTwo - HRejterzy,Information Security Manager,18,mid,Information Security,,full_time,remote,Permanent,15000.0-25000.0,True,dolnośląskie,Jelenia Góra,Wolności 16,False,True,2025-02-28 07:01:19.023000+00:00
GMI Software,Backend Developer (MID),1,mid,"GitLab, MySQL, Nest.js, Next.js, Node.js, PostgreSQL, React",,full_time,remote,B2B,12000.0-18000.0,False,mazowieckie,Warszawa,Centrum,False,True,2025-02-28 06:00:16.948000+00:00
QED.ai,Data Scientist,25,senior,"Big Data, Machine Learning, Python",,full_time,hybrid,B2B,16000.0-26000.0,False,mazowieckie,Warszawa,Górczewska 208,True,False,2025-02-27 21:37:06.491000+00:00
QED.ai,Software Engineer,5,mid,"Android, Django, React, Software Architecture, Software Development",,full_time,hybrid,B2B,15000.0-26000.0,False,mazowieckie,Warszawa,Górczewska 208,True,False,2025-02-27 21:36:22.005000+00:00
Tooploox,Senior Java Developer,6,senior,"CI/CD, Cloud Computing, Design Patterns, GraphQL, JUnit, Kafka, Microservices, NoSQL, Spring Boot, WebSocket",,full_time,remote,B2B,19000.0-24000.0,False,dolnośląskie,Wrocław,Tęczowa 7,False,True,2025-02-27 21:01:51.431000+00:00
Tooploox,Java Developer,6,mid,"Apache Kafka, CI/CD, Cloud Computing, Design Patterns, GraphQL, JUnit, Microservices, NoSQL, Spring Boot, WebSocket",,full_time,remote,B2B,14000.0-19000.0,False,dolnośląskie,Wrocław,Tęczowa 7,False,True,2025-02-27 21:01:51.431000+00:00
Aplikacje Krytyczne,Starszy Programista Java,6,senior,"Docker, Hibernate, JUnit, Java, Kubernetes, Oracle, PostgreSQL, RabbitMQ, Spring Boot, Spring Cloud",,full_time,remote,Permanent,15000.0-22000.0,True,mazowieckie,Warszawa,,False,True,2025-02-27 21:01:51.431000+00:00
